sku,unit,target_month,predicted_qty,status,model,supplier_id
300200635_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200700_,шт,2026-09-01,78.76918043515447,forecast,decomposition,SYSTEME
300200704_,шт,2026-09-01,7.0,forecast,decomposition,SYSTEME
300200718_,шт,2026-09-01,272.5717664957247,forecast,decomposition,SYSTEME
300200719_,шт,2026-09-01,18.0,forecast,decomposition,SYSTEME
300200720_,шт,2026-09-01,33.0595190555847,forecast,decomposition,SYSTEME
300200721_,шт,2026-09-01,3.5,forecast,decomposition,SYSTEME
300200722_,шт,2026-09-01,26.666666666666668,forecast,decomposition,SYSTEME
300200723_,шт,2026-09-01,3.5,forecast,decomposition,SYSTEME
300200724_,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
300200725_,шт,2026-09-01,17.0,forecast,decomposition,SYSTEME
300200726_,шт,2026-09-01,41.07559574978566,forecast,decomposition,SYSTEME
300200727_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200728_,шт,2026-09-01,5.666666666666667,forecast,decomposition,SYSTEME
300200729_,шт,2026-09-01,26.0,forecast,decomposition,SYSTEME
300200730_,шт,2026-09-01,17.991104935351927,forecast,decomposition,SYSTEME
300200731_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200732_,шт,2026-09-01,9.333333333333334,forecast,decomposition,SYSTEME
300200733_,шт,2026-09-01,1.5,forecast,decomposition,SYSTEME
300200734_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200735_,шт,2026-09-01,204.92754350253566,forecast,decomposition,SYSTEME
300200736_,шт,2026-09-01,65.54531584493196,forecast,decomposition,SYSTEME
300200737_,шт,2026-09-01,37.615235108669786,forecast,decomposition,SYSTEME
300200738_,шт,2026-09-01,17.333333333333332,forecast,decomposition,SYSTEME
300200739_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200740_,шт,2026-09-01,8.615287119223119,forecast,decomposition,SYSTEME
300200741_,шт,2026-09-01,49.64776840573893,forecast,decomposition,SYSTEME
300200742_,шт,2026-09-01,127.34366334584467,forecast,decomposition,SYSTEME
300200743_,шт,2026-09-01,36.102889957404976,forecast,decomposition,SYSTEME
300200744_,шт,2026-09-01,145.29779494924807,forecast,decomposition,SYSTEME
300200745_,шт,2026-09-01,93.29512095989718,forecast,decomposition,SYSTEME
300200746_,шт,2026-09-01,110.2513868122889,forecast,decomposition,SYSTEME
300200747_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200748_,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
300200749_,шт,2026-09-01,43.203865028265824,forecast,decomposition,SYSTEME
300200750_,шт,2026-09-01,16.311734098324585,forecast,decomposition,SYSTEME
300200751_,шт,2026-09-01,122.11513512736619,forecast,decomposition,SYSTEME
300200752_,шт,2026-09-01,99.12584087101496,forecast,decomposition,SYSTEME
300200753_,шт,2026-09-01,37.17384276279276,forecast,decomposition,SYSTEME
300200754_,шт,2026-09-01,4.666666666666667,forecast,decomposition,SYSTEME
300200755_,шт,2026-09-01,10.172591005528323,forecast,decomposition,SYSTEME
300200767_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200771_,шт,2026-09-01,34.4508337794448,forecast,decomposition,SYSTEME
300200772_,шт,2026-09-01,7.0,forecast,decomposition,SYSTEME
300200773_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200774_,шт,2026-09-01,1.5,forecast,decomposition,SYSTEME
300200775_,шт,2026-09-01,5.615384615384615,forecast,decomposition,SYSTEME
300200776_,шт,2026-09-01,5.0,forecast,decomposition,SYSTEME
300200777_,шт,2026-09-01,22.631552443949207,forecast,decomposition,SYSTEME
300200778_,шт,2026-09-01,9.333333333333334,forecast,decomposition,SYSTEME
300200779_,шт,2026-09-01,12.87395184370968,forecast,decomposition,SYSTEME
300200780_,,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200781_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200782_,шт,2026-09-01,4.333333333333333,forecast,decomposition,SYSTEME
300200783_,шт,2026-09-01,5.0,forecast,decomposition,SYSTEME
300200784_,шт,2026-09-01,64.66666666666667,forecast,decomposition,SYSTEME
300200785_,шт,2026-09-01,6.0,forecast,decomposition,SYSTEME
300200786_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200787_,шт,2026-09-01,11.5,forecast,decomposition,SYSTEME
300200788_,шт,2026-09-01,10.0,forecast,decomposition,SYSTEME
300200789_,шт,2026-09-01,36.0,forecast,decomposition,SYSTEME
300200790_,шт,2026-09-01,6.0,forecast,decomposition,SYSTEME
300200791_,шт,2026-09-01,5.75,forecast,decomposition,SYSTEME
300200792_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200793_,шт,2026-09-01,8.6,forecast,decomposition,SYSTEME
300200794_,шт,2026-09-01,5.875,forecast,decomposition,SYSTEME
300200795_,шт,2026-09-01,34.0,forecast,decomposition,SYSTEME
300200796_,шт,2026-09-01,20.0,forecast,decomposition,SYSTEME
300200797_,шт,2026-09-01,5.0,forecast,decomposition,SYSTEME
300200798_,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
300200799_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200800_,шт,2026-09-01,8.6,forecast,decomposition,SYSTEME
300200801_,шт,2026-09-01,10.0,forecast,decomposition,SYSTEME
300200802_,шт,2026-09-01,20.0,forecast,decomposition,SYSTEME
300200803_,шт,2026-09-01,5.5,forecast,decomposition,SYSTEME
300200804_,шт,2026-09-01,7.0,forecast,decomposition,SYSTEME
300200805_,шт,2026-09-01,7.0,forecast,decomposition,SYSTEME
300200806_,шт,2026-09-01,4.4,forecast,decomposition,SYSTEME
300200807_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200808_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200809_,шт,2026-09-01,1.75,forecast,decomposition,SYSTEME
300200810_,шт,2026-09-01,158.13563907897498,forecast,decomposition,SYSTEME
300200811_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200812_,шт,2026-09-01,36.0,forecast,decomposition,SYSTEME
300200813_,шт,2026-09-01,12.0,forecast,decomposition,SYSTEME
300200814_,шт,2026-09-01,22.580690160913942,forecast,decomposition,SYSTEME
300200815_,шт,2026-09-01,11.666666666666666,forecast,decomposition,SYSTEME
300200816_,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
300200817_,шт,2026-09-01,10.5,forecast,decomposition,SYSTEME
300200818_,шт,2026-09-01,2.3333333333333335,forecast,decomposition,SYSTEME
300200819_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200820_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200821_,шт,2026-09-01,83.08720365939573,forecast,decomposition,SYSTEME
300200822_,шт,2026-09-01,60.12844157017928,forecast,decomposition,SYSTEME
300200823_,шт,2026-09-01,15.0,forecast,decomposition,SYSTEME
300200824_,шт,2026-09-01,13.0,forecast,decomposition,SYSTEME
300200825_,шт,2026-09-01,1.5,forecast,decomposition,SYSTEME
300200826_,шт,2026-09-01,12.5,forecast,decomposition,SYSTEME
300200827_,шт,2026-09-01,5.2,forecast,decomposition,SYSTEME
300200828_,шт,2026-09-01,1.5,forecast,decomposition,SYSTEME
300200829_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200830_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200831_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200832_,шт,2026-09-01,11.5,forecast,decomposition,SYSTEME
300200833_,шт,2026-09-01,17.666666666666668,forecast,decomposition,SYSTEME
300200834_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200835_,шт,2026-09-01,15.666666666666666,forecast,decomposition,SYSTEME
300200836_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200837_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200838_,шт,2026-09-01,7.333333333333333,forecast,decomposition,SYSTEME
300200839_,шт,2026-09-01,6.666666666666667,forecast,decomposition,SYSTEME
300200840_,шт,2026-09-01,10.5,forecast,decomposition,SYSTEME
300200841_,шт,2026-09-01,5.5,forecast,decomposition,SYSTEME
300200842_,шт,2026-09-01,108.33333333333333,forecast,decomposition,SYSTEME
300200843_,шт,2026-09-01,18.5,forecast,decomposition,SYSTEME
300200844_,шт,2026-09-01,3.3333333333333335,forecast,decomposition,SYSTEME
300200845_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200846_,шт,2026-09-01,71.0,forecast,decomposition,SYSTEME
300200847_,шт,2026-09-01,26.666666666666668,forecast,decomposition,SYSTEME
300200848_,шт,2026-09-01,9.0,forecast,decomposition,SYSTEME
300200849_,шт,2026-09-01,5.0,forecast,decomposition,SYSTEME
300200850_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200851_,шт,2026-09-01,10.666666666666666,forecast,decomposition,SYSTEME
300200852_,шт,2026-09-01,8.333333333333334,forecast,decomposition,SYSTEME
300200853_,шт,2026-09-01,22.0,forecast,decomposition,SYSTEME
300200854_,шт,2026-09-01,7.285714285714286,forecast,decomposition,SYSTEME
300200855_,шт,2026-09-01,3.5,forecast,decomposition,SYSTEME
300200856_,шт,2026-09-01,386.0,forecast,decomposition,SYSTEME
300200857_,шт,2026-09-01,74.66666666666667,forecast,decomposition,SYSTEME
300200858_,шт,2026-09-01,10.916666666666666,forecast,decomposition,SYSTEME
300200859_,шт,2026-09-01,41.333333333333336,forecast,decomposition,SYSTEME
300200860_,шт,2026-09-01,10.0,forecast,decomposition,SYSTEME
300200861_,шт,2026-09-01,18.333333333333332,forecast,decomposition,SYSTEME
300200862_,шт,2026-09-01,26.0,forecast,decomposition,SYSTEME
300200863_,шт,2026-09-01,9.0,forecast,decomposition,SYSTEME
300200864_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200865_,шт,2026-09-01,78.0,forecast,decomposition,SYSTEME
300200866_,шт,2026-09-01,5.0,forecast,decomposition,SYSTEME
300200867_,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
300200868_,шт,2026-09-01,145.0,forecast,decomposition,SYSTEME
300200869_,шт,2026-09-01,131.5,forecast,decomposition,SYSTEME
300200870_,шт,2026-09-01,45.666666666666664,forecast,decomposition,SYSTEME
300200871_,шт,2026-09-01,22.5,forecast,decomposition,SYSTEME
300200872_,шт,2026-09-01,11.0,forecast,decomposition,SYSTEME
300200873_,шт,2026-09-01,24.0,forecast,decomposition,SYSTEME
300200874_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200875_,шт,2026-09-01,8.5,forecast,decomposition,SYSTEME
300200876_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200877_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200878_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200879_,шт,2026-09-01,6.666666666666667,forecast,decomposition,SYSTEME
300200880_,шт,2026-09-01,8.833333333333334,forecast,decomposition,SYSTEME
300200881_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200882_,шт,2026-09-01,21.0,forecast,decomposition,SYSTEME
300200883_,шт,2026-09-01,14.0,forecast,decomposition,SYSTEME
300200884_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200885_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200886_,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
300200887_,шт,2026-09-01,39.666666666666664,forecast,decomposition,SYSTEME
300200888_,шт,2026-09-01,7.0,forecast,decomposition,SYSTEME
300200889_,шт,2026-09-01,2.3333333333333335,forecast,decomposition,SYSTEME
300200890_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200891_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200892_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200893_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200894_,шт,2026-09-01,2.6,forecast,decomposition,SYSTEME
300200895_,шт,2026-09-01,7.0,forecast,decomposition,SYSTEME
300200896_,шт,2026-09-01,21.4,forecast,decomposition,SYSTEME
300200897_,шт,2026-09-01,5.0,forecast,decomposition,SYSTEME
300200898_,шт,2026-09-01,15.333333333333334,forecast,decomposition,SYSTEME
300200899_,шт,2026-09-01,11.333333333333334,forecast,decomposition,SYSTEME
300200900_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200901_,шт,2026-09-01,2.5,forecast,decomposition,SYSTEME
300200902_,шт,2026-09-01,4.666666666666667,forecast,decomposition,SYSTEME
300200903_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200904_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200905_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200906_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200907_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200908_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200909_,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
300200910_,шт,2026-09-01,55.241718050410554,forecast,decomposition,SYSTEME
300200911_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200912_,шт,2026-09-01,15.5,forecast,decomposition,SYSTEME
300200913_,шт,2026-09-01,5.0,forecast,decomposition,SYSTEME
300200914_,шт,2026-09-01,15.5,forecast,decomposition,SYSTEME
300200915_,шт,2026-09-01,10.2,forecast,decomposition,SYSTEME
300200916_,шт,2026-09-01,6.0,forecast,decomposition,SYSTEME
300200917_,шт,2026-09-01,9.0,forecast,decomposition,SYSTEME
300200918_,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
300200919_,шт,2026-09-01,4.333333333333333,forecast,decomposition,SYSTEME
300200920_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200921_,шт,2026-09-01,38.333333333333336,forecast,decomposition,SYSTEME
300200922_,шт,2026-09-01,30.0,forecast,decomposition,SYSTEME
300200923_,шт,2026-09-01,8.0,forecast,decomposition,SYSTEME
300200924_,шт,2026-09-01,5.5,forecast,decomposition,SYSTEME
300200925_,шт,2026-09-01,6.625,forecast,decomposition,SYSTEME
300200926_,шт,2026-09-01,14.0,forecast,decomposition,SYSTEME
300200927_,шт,2026-09-01,9.8,forecast,decomposition,SYSTEME
300200928_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200929_,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
300200930_,шт,2026-09-01,7.0,forecast,decomposition,SYSTEME
300200931_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200932_,шт,2026-09-01,11.555555555555555,forecast,decomposition,SYSTEME
300200933_,шт,2026-09-01,141.14841491424085,forecast,decomposition,SYSTEME
300200934_,шт,2026-09-01,38.33145150140338,forecast,decomposition,SYSTEME
300200935_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200936_,шт,2026-09-01,10.460218683518436,forecast,decomposition,SYSTEME
300200937_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200938_,шт,2026-09-01,10.0,forecast,decomposition,SYSTEME
300200939_,шт,2026-09-01,13.5,forecast,decomposition,SYSTEME
300200940_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200941_,шт,2026-09-01,4.666666666666667,forecast,decomposition,SYSTEME
300200942_,шт,2026-09-01,26.0,forecast,decomposition,SYSTEME
300200943_,шт,2026-09-01,6.0,forecast,decomposition,SYSTEME
300200944_,шт,2026-09-01,3.5,forecast,decomposition,SYSTEME
300200945_,шт,2026-09-01,64.00125022660757,forecast,decomposition,SYSTEME
300200946_,шт,2026-09-01,45.0,forecast,decomposition,SYSTEME
300200947_,шт,2026-09-01,11.334165558046783,forecast,decomposition,SYSTEME
300200948_,шт,2026-09-01,10.0,forecast,decomposition,SYSTEME
300200949_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200950_,шт,2026-09-01,6.5,forecast,decomposition,SYSTEME
300200951_,шт,2026-09-01,2.5,forecast,decomposition,SYSTEME
300200952_,шт,2026-09-01,1.0,forecast,decomposition,SYSTEME
300200953_,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
300200954_,шт,2026-09-01,7.0,forecast,decomposition,SYSTEME
300200955_,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
300200956_,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200959_,шт,2026-09-01,24.333333333333332,forecast,decomposition,SYSTEME
300200961_,,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200962_,,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200963_,,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200964_,,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200965_,,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200966_,,2026-09-01,,insufficient_history,decomposition,SYSTEME
300200967_,шт,2026-09-01,175.33333333333334,forecast,decomposition,SYSTEME
300200968_,шт,2026-09-01,58.0,forecast,decomposition,SYSTEME
300201148_,шт,2026-09-01,50.0,forecast,decomposition,SYSTEME
300201149_,шт,2026-09-01,28.333333333333332,forecast,decomposition,SYSTEME
300201150_,шт,2026-09-01,8.0,forecast,decomposition,SYSTEME
300201151_,шт,2026-09-01,16.0,forecast,decomposition,SYSTEME
300201152_,шт,2026-09-01,13.666666666666666,forecast,decomposition,SYSTEME
300201153_,шт,2026-09-01,43.333333333333336,forecast,decomposition,SYSTEME
300201154_,шт,2026-09-01,10.0,forecast,decomposition,SYSTEME
300201155_,шт,2026-09-01,27.333333333333332,forecast,decomposition,SYSTEME
ATN000108,шт,2026-09-01,61.0,forecast,decomposition,SYSTEME
ATN000109,шт,2026-09-01,4.0,forecast,decomposition,SYSTEME
ATN000139,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000330,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000389,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000393,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000399,шт,2026-09-01,7.0,forecast,decomposition,SYSTEME
ATN000439,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000446,шт,2026-09-01,3.0,forecast,decomposition,SYSTEME
ATN000449,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000487,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000493,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000499,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000532,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000539,,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN000724,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001105,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001130,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001132,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001133,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001209,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001230,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001232,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001233,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001239,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001302,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN001420,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN200101,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN200102,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN200111,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN200145,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN540113,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN540115,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN544013,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
ATN544015,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNIA045003,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNRA000315,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNRA000415,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNRA010213,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNRA010215,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNRA010312,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNRA010313,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNRA010314,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNRA010315,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNRA110115,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNVA101013,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNVA101014,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNVA101015,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNVA105013,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNVA105014,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNVA105015,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNVA106012,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNVA106013,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
BLNVA106014,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
GAL000584,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
GSL000185KK,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
KD-2-48,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
KD-2-88,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
KD-3-48,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
KD-RS254-18,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
LNVA105011,шт,2026-09-01,11.0,forecast,decomposition,SYSTEME
RA10-164-BI,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
RA16-213-BI,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
RAT-1A3-B,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
RS16-212-S,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
RS6-253-18,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
RSI-251KK5E-28,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
RT-4A3-B,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
S56-043-BI,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
VA1U-112-B,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
VA510-228B-BI,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
VS116-153-1-86,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
VS116-154-1-86,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
VS516-252-18,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000151,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000185,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000193,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000195,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000302,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000303,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000304,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000311,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000351,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000381,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000391,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000403,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000404,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000411,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000413,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000431,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000436,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000441,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000448,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000451,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000461,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000471,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000481,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
WDE000493,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
щщщ0116254,шт,2026-09-01,2.0,forecast,decomposition,SYSTEME
яярп5490,шт,2026-09-01,,insufficient_history,decomposition,SYSTEME
